customer ID,Trans date & time,merchant,category,amount,first name ,last name ,gender,street,city,state,zip,City pop,job,Dob,Trans num,approved
245,01-01-2019 03:07,fraud_Miller-Hauck,grocery_pos,202.71,Elizabeth,Maxwell,F,194 Goodman Fall Apt. 569,Burlington,WA,98233,14871,Public house manager,10-03-1974,4dde02d07e676d0df3e90565c242a2ec,0
246,01-01-2019 03:07,fraud_Mayert Group,shopping_pos,378.58,Jodi,Foster,F,551 Zachary Freeway,Bailey,NC,27807,6629,Call centre manager,13-08-1962,c038565d6b6bd69fea77c6b3564ba1c8,0
247,01-01-2019 03:09,fraud_Spinka Inc,grocery_net,22.08,Michael,Gross,M,230 Ryan Tunnel Apt. 025,Fulton,OH,43321,267,Facilities manager,29-01-2005,7caaa93dd3c4fdbbdf2889c8e4062c3f,0
248,01-01-2019 03:09,fraud_Kuvalis Ltd,gas_transport,75.73,Allen,Bell,M,70147 Amanda Fields,Saint Bonaventure,NY,14778,1453,Toxicologist,15-02-1974,3ea6db774a5e3ab12764a6e6637a0e71,0
249,01-01-2019 03:10,fraud_Friesen-D'Amore,gas_transport,77.59,Amber,Lewis,F,6296 John Keys Suite 858,Pembroke Township,IL,60958,2135,"Psychotherapist, child",08-05-2004,24bc3a291efe739d2f801fdc487ee3f2,0
250,01-01-2019 03:10,fraud_Dickinson Ltd,misc_pos,75.85,Amanda,Molina,F,8425 Daniel Knolls Suite 288,Philadelphia,PA,19154,1526206,Commercial horticulturist,23-05-1972,fe92c00022684fe7be60b19e6a706679,0
251,01-01-2019 03:10,"fraud_Stanton, Jakubowski and Baumbach",shopping_net,8.65,Tara,Richards,F,4879 Cristina Station,Keisterville,PA,15449,184,Systems developer,04-11-1945,1e71c65c1a3bf72c4f54ef952db17784,0
252,01-01-2019 03:12,"fraud_Rohan, White and Aufderhar",misc_net,8.68,Robert,Flores,M,3277 Fields Meadows Apt. 790,Greenview,CA,96037,308,Call centre manager,20-09-1958,6d76dfcd39a8262fa7b8e723e0c6cf7f,0
253,01-01-2019 03:12,fraud_DuBuque LLC,grocery_pos,176.57,Angela,Taylor,F,6343 Ramirez Skyway Apt. 518,Lakeport,CA,95453,11256,Podiatrist,18-10-1972,26db4a0f3aa2089bd1823652cba9ece1,0
254,01-01-2019 03:12,fraud_Bins-Rice,gas_transport,49.1,Kelly,Zimmerman,F,1893 Katie Tunnel,Westerville,NE,68881,73,Product designer,10-02-1935,0e83bc0fc886293d57759db709b80962,0
255,01-01-2019 03:12,fraud_Grimes LLC,entertainment,1.25,Stephanie,Cummings,F,1025 Robin Square,Ash Flat,AR,72513,2856,Hydrologist,27-08-1926,33bf77724f260d186b4b39c6900035f5,0
256,01-01-2019 03:12,"fraud_Cormier, Stracke and Thiel",entertainment,3.14,Brian,Simpson,M,2711 Duran Pines,Honokaa,HI,96727,4878,Physiotherapist,03-12-1966,cb117fff5645082a2525119c1eafec53,0
257,01-01-2019 03:13,"fraud_Tillman, Fritsch and Schmitt",misc_net,1.53,Tara,Richards,F,4879 Cristina Station,Keisterville,PA,15449,184,Systems developer,04-11-1945,31a37ce818f1b8d39df8cd647412984a,0
258,01-01-2019 03:14,fraud_Hudson-Ratke,grocery_pos,56.83,Eddie,Mendez,M,1831 Faith View Suite 653,Clarinda,IA,51632,7297,IT trainer,13-07-1990,49038f5b11c40f84c0563e5aec25cda1,0
259,01-01-2019 03:15,fraud_Christiansen-Gusikowski,misc_pos,464.74,William,Thompson,M,977 Rita Grove Apt. 000,Rock Tavern,NY,12575,2258,Building surveyor,17-03-1937,62fe7ca549c6e630d6c0ff11d5e25a8c,0
260,01-01-2019 03:15,"fraud_Gottlieb, Considine and Schultz",shopping_net,6.32,Pamela,Matthews,F,36659 Smith Club Apt. 080,Llano,NM,87543,247,Architectural technologist,24-10-1961,4c17683e079020ad3865092205f92d81,0
261,01-01-2019 03:16,"fraud_Schultz, Simonis and Little",grocery_pos,78.08,Brandy,Quinn,F,9734 Beard Fields Suite 885,Altair,TX,77412,106,"Editor, film/video",24-07-1983,20e209400fcf8487bc2e550a697d6358,0
262,01-01-2019 03:16,fraud_Vandervort-Funk,grocery_pos,123,Phillip,Robertson,M,85344 Smith Gateway Apt. 280,Harrodsburg,IN,47434,76,Social researcher,06-05-1955,86ff6bbc77bf6f6cef54515ccce763b3,0
263,01-01-2019 03:18,"fraud_Jenkins, Hauck and Friesen",gas_transport,44.68,Kayla,Sutton,F,010 Weaver Land,Carlotta,CA,95528,1139,"Therapist, occupational",15-01-1951,12ef4798422ce322c149339afd3072c7,0
264,01-01-2019 03:21,fraud_Koepp-Witting,grocery_pos,89.7,Justin,Aguilar,M,184 Miller Manors,Wittenberg,WI,54499,3223,Senior tax professional/tax inspector,30-06-1954,b5ce134d37f6d7897b92ad82b9f5402c,0
265,01-01-2019 03:24,fraud_Cummerata-Jones,gas_transport,69.3,Randy,Murphy,M,0356 Sarah Light,Ballwin,MO,63021,92608,"Engineer, communications",26-07-2001,6736a2032d3a9f612176c57e07480c5b,0
266,01-01-2019 03:25,fraud_Reichel Inc,entertainment,51.64,Casey,Howell,F,374 Christopher Ramp Suite 855,Blackville,SC,29817,4913,Technical brewer,10-11-1966,cfa884e56fc171d3cec5a78cf1c958bf,0
267,01-01-2019 03:26,fraud_Prohaska-Murray,gas_transport,71.06,Shelby,Cannon,F,1535 Ryan Burgs Suite 919,Des Moines,IA,50312,222785,Wellsite geologist,24-01-1956,ce45dda11e2bf7e00cd8a88e057f87ad,0
268,01-01-2019 03:27,"fraud_Parker, Nolan and Trantow",entertainment,143.18,Kevin,Walters,M,87227 Tapia Burgs,Auburn,ME,4210,23045,Tourist information centre manager,02-09-1958,9ae82f6270e3720c1559a2d6bc8a2193,0
269,01-01-2019 03:27,fraud_Volkman Ltd,misc_net,158.49,Jose,Campbell,M,550 Cunningham Squares,Dadeville,AL,36853,8269,Minerals surveyor,04-01-1977,342d2689a304b4f1b10e6ceb308b2a92,0
270,01-01-2019 03:28,"fraud_Streich, Hansen and Veum",gas_transport,61.08,Briana,Santos,F,702 Tabitha Drive,New Goshen,IN,47863,205,"Engineer, mining",06-01-1960,bbf2e6e8abe02a29956a6340fc9f3317,0
271,01-01-2019 03:30,fraud_Deckow-O'Conner,grocery_pos,145.21,Christopher,Horn,M,956 Sanchez Highway,Mallie,KY,41836,798,Facilities manager,26-06-1926,50fd631627ff1c488113e8c9249ab801,0
272,01-01-2019 03:31,fraud_Brekke and Sons,gas_transport,52.53,Linda,Hurst,F,31701 Tucker Square Suite 893,Wilton,ND,58579,1190,"Designer, ceramics/pottery",30-06-1948,c0e960a37210c39e740c42c24548f796,0
273,01-01-2019 03:31,"fraud_Raynor, Reinger and Hagenes",gas_transport,58.23,Zachary,Allen,M,69252 Oconnor Alley Apt. 153,Ollie,IA,52576,568,Commercial horticulturist,24-07-1969,6df236b00882921a77417b1345751fc1,0
274,01-01-2019 03:35,fraud_Kutch LLC,gas_transport,77.01,Andrea,Cruz,F,26572 Hodge Villages Suite 512,Mifflin,PA,17058,1909,Mining engineer,22-08-1954,19e4f63a8dda607efea0ba953d21e9d9,0
275,01-01-2019 03:35,fraud_Barton Inc,grocery_pos,122.89,Michael,Jones,M,754 Smith Isle,Amsterdam,OH,43903,2208,Mental health nurse,10-09-1961,64b91242034d9fca55a6121f683c7aaa,0
276,01-01-2019 03:35,fraud_Goodwin-Nitzsche,grocery_pos,94.23,Jesse,Roberts,M,8415 Vaughn Squares Apt. 788,Acworth,NH,3601,477,Naval architect,15-04-1988,79058b39e7ba49fa102cf0619a85977d,0
277,01-01-2019 03:37,fraud_Corwin-Collins,gas_transport,67.36,Joseph,Murray,M,42933 Ryan Underpass,Manderson,SD,57756,1126,Volunteer coordinator,18-08-1980,61a1d0c9a372d3fb750096c4d19b90c8,0
278,01-01-2019 03:37,fraud_Dooley-Thompson,misc_net,8.93,Bill,Lane,M,4725 Hurst Curve Apt. 634,Holliday,TX,76366,2317,Chief Technology Officer,23-08-1964,a4c6910d5194f190d91ef08e0e141bf9,0
279,01-01-2019 03:37,"fraud_Goldner, Kovacek and Abbott",grocery_pos,111.81,Wayne,Marsh,M,172 Leonard Island,Dumont,CO,80436,565,Mental health nurse,27-08-1978,3dedb528e11d51102e96dd450a82ba0a,0
280,01-01-2019 03:39,fraud_McDermott-Rice,misc_pos,1.27,Melanie,Jimenez,F,77944 Daniels Valley Suite 921,Camden,NY,13316,6460,Building control surveyor,27-09-1959,f795f1d59ec513a0c76848423754d5fe,0
281,01-01-2019 03:39,fraud_Koepp-Witting,grocery_pos,93.78,Xavier,Beltran,M,61107 Edwards Dam Apt. 463,Big Creek,KY,40914,467,"Psychologist, forensic",04-06-1984,ad06dc950c296cbf444f986fa84d49e4,0
282,01-01-2019 03:42,fraud_Flatley Group,misc_pos,3.43,Heather,Chase,F,6888 Hicks Stream Suite 954,Manor,PA,15665,1472,Public affairs consultant,07-03-1941,55256e415f02a78def7f081e106c6806,0
283,01-01-2019 03:42,fraud_Turcotte-Halvorson,misc_pos,1.14,Jerry,Robinson,M,212 Mary Stream,Arcadia,MI,49613,680,"Designer, jewellery",21-12-1966,4d0d3d32f36a5d0655956e803303fa31,0
284,01-01-2019 03:42,fraud_Lynch Ltd,shopping_pos,7.09,Tanner,Davis,M,2632 Stevens Light Apt. 213,Payson,IL,62360,1656,Exhibition designer,04-08-1969,e7f21d3a19da1b96d6f3388dc8636335,0
285,01-01-2019 03:45,"fraud_Christiansen, Goyette and Schamberger",gas_transport,47.65,Sara,Ramirez,F,23843 Scott Island,Birmingham,IA,52535,888,Camera operator,25-03-1988,a652884341d367cfa93a12e751ba6d86,0
286,01-01-2019 03:45,"fraud_Romaguera, Cruickshank and Greenholt",shopping_net,511.09,Jack,Hill,M,5916 Susan Bridge Apt. 939,Grenada,CA,96038,589,Systems analyst,21-12-1945,46397744ae13d2c0843e8fba6f164379,0
287,01-01-2019 03:45,fraud_Gutmann Ltd,grocery_net,73.77,Lori,Rodriguez,F,12087 Michael Light,Creola,OH,45622,321,"Copywriter, advertising",24-06-1979,1ce316a77507e2f9558401605872c4b6,0
288,01-01-2019 03:47,fraud_Sporer Inc,gas_transport,68.23,Alice,Kemp,F,057 Martinez Radial,Texarkana,AR,71854,36438,Surgeon,15-04-1985,41e2f8bdc486b6517787c3bfda4877b2,0
289,01-01-2019 03:47,fraud_Bauch-Raynor,grocery_pos,205.79,Crystal,Gamble,F,899 Michele View Suite 960,Philadelphia,PA,19149,1526206,Structural engineer,01-01-1985,2fdd291bd3d6fc707973f3e920d9e815,0
290,01-01-2019 03:49,fraud_Kilback LLC,grocery_pos,68.96,Cheryl,Melton,F,5053 Bell Crescent Apt. 255,Fullerton,NE,68638,1749,"Surveyor, mining",07-05-1973,b2820a9708d41515e2a1590d3cce80d4,0
291,01-01-2019 03:49,fraud_Cartwright-Harris,grocery_pos,62.03,James,Stephens,M,1166 Castillo Mountains,Ruckersville,VA,22968,9815,"Designer, ceramics/pottery",07-07-1975,518732758e5ff5978ae71c49b43e4167,0
292,01-01-2019 03:49,fraud_Runolfsson and Sons,grocery_net,30.69,Linda,Davis,F,6602 Ortiz Pine Apt. 179,Blooming Grove,TX,76626,1563,Financial adviser,04-03-1978,45cc663914e2ec98c824e0ec325019a0,0
293,01-01-2019 03:49,fraud_Block Group,misc_pos,1.1,Julia,Bell,F,576 House Crossroad,West Sayville,NY,11796,4056,Film/video editor,25-06-1990,6b10287ffb26869d974ecf9db719f630,0
294,01-01-2019 03:50,fraud_Bahringer-Larson,grocery_net,72.9,Ashley,Mcdonald,F,3160 Tina Estates Suite 234,Marietta,SC,29661,5648,Museum/gallery exhibitions officer,06-10-1934,43229fdcc2a6557f9c1ea524a23869a1,0
295,01-01-2019 03:50,fraud_Ledner-Pfannerstill,gas_transport,54.04,Christine,Burns,F,343 Hannah Parkway,Comfort,WV,25049,630,Fine artist,30-07-1959,728d94750933aa2f5bb7ce8e0ba774b2,0
296,01-01-2019 03:51,fraud_Heathcote LLC,shopping_net,909.66,Susan,Mills,F,005 Cody Estates,Louisville,KY,40202,736284,Engineering geologist,02-04-1952,ecea96ae40920997dd56b4e0b408d623,0
297,01-01-2019 03:52,"fraud_Rowe, Batz and Goodwin",grocery_pos,103.31,Bianca,Scott,F,9588 Cox Rapid Apt. 257,Atglen,PA,19310,3066,Product manager,15-07-1928,e97404319f3c7b9ee5f13f582f742ea0,0
298,01-01-2019 03:54,fraud_VonRueden Group,grocery_net,105.38,Marissa,Powell,F,474 Allen Haven,North Loup,NE,68859,509,"Nurse, children's",15-09-1980,dc1c09ff158f17c023c59c9d9e0d196f,0
299,01-01-2019 03:54,fraud_Schmitt Inc,gas_transport,66.73,Elizabeth,Payne,F,897 Daugherty Mission,Grassflat,PA,16839,489,Pension scheme manager,15-09-1956,43ca133ac76fc07798f065e9a36a1b16,0
300,01-01-2019 03:55,fraud_Koepp-Witting,grocery_pos,92.62,Pamela,Curtis,F,8969 Fuentes Station Apt. 291,Mill Creek,PA,17060,1334,Archaeologist,17-12-1986,fb6aa71049ee72e7ca21bcd56ec9fa3d,0
301,01-01-2019 03:56,fraud_Maggio-Fahey,misc_pos,75.6,Thomas,Mathis,M,26615 Nelson Lane,Moores Hill,IN,47032,3289,Sub,22-11-1969,e0606d52a38100bfe910aa05f3a3105d,0
302,01-01-2019 03:56,"fraud_Haley, Jewess and Bechtelar",shopping_pos,2.49,Helen,Campbell,F,182 Sergio Summit Apt. 129,Browning,MO,64630,602,Cytogeneticist,14-07-1954,d5b3a6e6afe4ff2c96b5fe0355ff8b55,0
303,01-01-2019 03:56,"fraud_Stanton, Jakubowski and Baumbach",shopping_net,2.87,George,Smith,M,7377 Walton Extensions Apt. 979,Dallas,TX,75236,1263321,"Designer, interior/spatial",27-09-1952,0af8c02fb7f89d6d44bc190ebe05af50,0
304,01-01-2019 03:57,"fraud_Ruecker, Beer and Collier",shopping_net,87.91,Craig,Franco,M,9242 Vanessa Ramp Apt. 525,Smithfield,IL,61477,631,Futures trader,14-02-1973,3ff25009cf03ea68e805219047373cb2,0
305,01-01-2019 03:58,"fraud_Robel, Cummerata and Prosacco",gas_transport,75.1,Melinda,Gutierrez,F,1497 West Gateway,Eureka,IL,61530,6713,Archivist,19-08-1945,31b8e8957887df017abbae64ccf94498,0
306,01-01-2019 03:59,fraud_Jast-McDermott,shopping_pos,2.9,Kathleen,Nash,F,010 Salazar Walk,Cromona,KY,41810,502,Chief Financial Officer,01-02-1960,39b49f04afb6c251c42866a4c822838f,0
307,01-01-2019 03:59,fraud_Harber Inc,gas_transport,57.43,William,Thompson,M,977 Rita Grove Apt. 000,Rock Tavern,NY,12575,2258,Building surveyor,17-03-1937,e6a9290e69ff21b66b36deb5d22ba863,0
308,01-01-2019 04:00,fraud_Hudson-Ratke,grocery_pos,122.86,Daniel,Martinez,M,8510 Acevedo Burgs,Kent,OR,97033,60,Museum education officer,03-04-1942,b48cee6edd7f798cb5d4080b82e4a1fe,0
309,01-01-2019 04:00,"fraud_Bernier, Volkman and Hoeger",misc_net,7.77,Christopher,Luna,M,242 Brian Mountain,Laredo,TX,78040,248858,Video editor,28-01-1971,5f720b552b5503b02d9643883089e727,0
310,01-01-2019 04:02,fraud_Heaney-Marquardt,entertainment,23.89,Alicia,Hawkins,F,507 John Overpass Suite 424,Harwood,MD,20776,3289,Quantity surveyor,15-03-1933,58f441292530b7addc38b1dbd4fd54d7,0
311,01-01-2019 04:02,fraud_Kutch LLC,gas_transport,46.24,Jacqueline,Howard,F,4511 Choi Lock,Delhi,LA,71232,6581,Multimedia programmer,13-02-1964,44921b2b2be9f1dc5ed376904581287c,0
312,01-01-2019 04:03,fraud_Bernhard Inc,gas_transport,68.34,Alyssa,Morgan,F,622 Robin Run Suite 764,Gadsden,AL,35901,67082,Physiological scientist,09-02-1963,1a7ecd096045247996facffe3fdf5ff2,0
313,01-01-2019 04:03,fraud_Brekke and Sons,gas_transport,84.58,Megan,Murphy,F,53696 Laura Radial,Holstein,NE,68950,331,Telecommunications researcher,19-08-1950,946ab3d0eaf1a37f11668ae3c1d55a2c,0
314,01-01-2019 04:04,fraud_Hudson-Grady,shopping_pos,123.51,Joshua,Cohen,M,426 Mark Ports,Brooklin,ME,4616,824,"Loss adjuster, chartered",02-11-1974,0602199caa3d96cd1e2f0e077f4e9cc1,0
315,01-01-2019 04:06,"fraud_Towne, Walker and Borer",grocery_net,68.07,Debbie,Hughes,F,0182 Owens Burgs Suite 480,Diamond,OH,44412,2644,"Engineer, biomedical",25-08-1983,392a731a988d53f172c88b6789cf5099,0
316,01-01-2019 04:07,"fraud_Romaguera, Cruickshank and Greenholt",shopping_net,494.44,Mary,Lewis,F,118 Justin Extension,Bay Minette,AL,36507,19090,Science writer,30-05-1929,207e1d6963db9022fab23acb76c84735,0
317,01-01-2019 04:08,fraud_Price Inc,shopping_net,8.61,Kathleen,Nash,F,010 Salazar Walk,Cromona,KY,41810,502,Chief Financial Officer,01-02-1960,4d5df7401c2523d72925925fac2a3a7c,0
318,01-01-2019 04:08,fraud_Terry-Huel,shopping_net,9.52,Melody,Thompson,F,0362 Anderson Wall,Mound City,MO,64470,1631,Architect,20-01-1953,771a63aaf5210acfbf5ac2403aad30af,0
319,01-01-2019 04:09,fraud_McGlynn-Jaskolski,misc_pos,208.08,Christopher,Gilbert,M,20937 Reed Lakes Apt. 271,Washington,DC,20012,601723,"Optician, dispensing",20-07-1970,30ee11877c7353991def701191112bbf,0
320,01-01-2019 04:12,fraud_Kihn-Fritsch,food_dining,30.12,Kimberly,Myers,F,6881 King Isle Suite 228,Higganum,CT,6441,5438,"Librarian, academic",17-11-1964,f9250f055d3956fb22dd6cd10e0e7db8,0
321,01-01-2019 04:13,fraud_Mayert Group,shopping_pos,5.15,Kathleen,Thompson,F,199 Patterson Fords Apt. 132,Naples,FL,34112,276002,"Pilot, airline",23-06-1934,5476bb7bf264a5afc048818f3b346d81,0
322,01-01-2019 04:13,fraud_Bauch-Raynor,grocery_pos,132.23,Brian,Perez,M,78652 Scott Ports,Ashfield,MA,1330,1506,"Production assistant, radio",03-04-1960,77869eb42604e160c910f97bcdba2a5f,0
323,01-01-2019 04:14,fraud_Eichmann-Russel,misc_pos,35,Stanley,Mayo,M,3433 Jones Branch,Fiddletown,CA,95629,832,Immigration officer,19-05-1987,6f2eff909c82577af2cdb75e5b9a6232,0
324,01-01-2019 04:14,fraud_Miller-Harris,misc_net,5.88,Kenneth,Edwards,M,3653 Ryan Crossroad,Andrews,IN,46702,2304,Retail banker,25-07-1955,da37459e36683aa187c24a91bdf319fc,0
325,01-01-2019 04:15,"fraud_Heller, Gutmann and Zieme",grocery_pos,203.26,Melissa,Flores,F,7529 Carter Well Suite 262,Huntington Beach,CA,92648,190249,"Therapist, horticultural",17-09-1976,b34814818c2ecd0f86214bf1a6dc1a64,0
326,01-01-2019 04:18,"fraud_Heller, Gutmann and Zieme",grocery_pos,208.58,Kelsey,Richards,F,889 Sarah Station Suite 624,Holcomb,KS,67851,2691,Arboriculturist,16-08-1993,c68010106c191974cdd2a4f699fec64a,0
327,01-01-2019 04:18,fraud_Cummerata-Jones,gas_transport,57.69,Samuel,Jenkins,M,43235 Mckenzie Views Apt. 837,Westport,KY,40077,564,Pensions consultant,10-04-1996,795f6710878fe339ae252c5a43779fc9,0
328,01-01-2019 04:19,fraud_Schumm PLC,shopping_net,9.46,Jeremy,White,M,9443 Cynthia Court Apt. 038,Boulder,MT,59632,1939,Patent attorney,12-01-1967,52e907295c90096fa088fe273b3e7ee9,0
329,01-01-2019 04:19,"fraud_Reichert, Huels and Hoppe",shopping_net,1.91,Heather,Chase,F,6888 Hicks Stream Suite 954,Manor,PA,15665,1472,Public affairs consultant,07-03-1941,e7d402d9d52f85d20212c51e5bac2622,0
330,01-01-2019 04:20,"fraud_Greenfelder, Bartoletti and Davis",misc_net,4.86,Edward,Tapia,M,354 Gutierrez Gateway,Comfrey,MN,56019,914,Health and safety adviser,26-07-1944,28154ed4a3c81110d5a3a7dc4252d6d6,0
331,01-01-2019 04:21,"fraud_Schultz, Simonis and Little",grocery_pos,74.47,Lori,Rodriguez,F,12087 Michael Light,Creola,OH,45622,321,"Copywriter, advertising",24-06-1979,b07c1e04b038eae3fe8a2b042d3b3997,0
332,01-01-2019 04:21,"fraud_Kovacek, Dibbert and Ondricka",grocery_pos,49.58,Richard,Brown,M,17819 Jose Mount Suite 657,Heidelberg,MS,39439,4573,"Exhibitions officer, museum/gallery",15-02-1988,8e1a23589c8fce86d211d11d734983f4,0
333,01-01-2019 04:22,fraud_Hermann-Gaylord,misc_pos,56.98,Angela,White,F,137 Adam Dale,Lebanon,VA,24266,9521,"Teacher, English as a foreign language",19-10-1977,5fc9b5a9a63a8fc85e6ddc311d7545e0,0
334,01-01-2019 04:22,fraud_Corwin-Gorczany,misc_net,8.34,Lawrence,Davis,M,7421 Serrano Lane Apt. 580,Powell,TN,37849,25459,"Teacher, special educational needs",22-02-1969,7aa3362ba57c3675aaeb5f3a3f2da995,0
335,01-01-2019 04:23,"fraud_Schaefer, Maggio and Daugherty",gas_transport,81.72,Richard,Brown,M,17819 Jose Mount Suite 657,Heidelberg,MS,39439,4573,"Exhibitions officer, museum/gallery",15-02-1988,cae903dcfe6c794e9a96c38f37f68f87,0
336,01-01-2019 04:23,fraud_Bailey-Morar,grocery_pos,123.9,Christine,Johnson,F,8011 Chapman Tunnel Apt. 568,Blairsden-Graeagle,CA,96103,1725,Chartered legal executive (England and Wales),27-05-1967,2a98efe0b90779ab29581f3553d87739,0
337,01-01-2019 04:24,fraud_McDermott-Weimann,grocery_pos,185.98,Allison,Allen,F,40624 Rebecca Spurs,De Witt,AR,72042,5161,Electrical engineer,08-04-1993,e0b963ad8accab575a06d6e708fa54a6,0
338,01-01-2019 04:24,fraud_Bernhard Inc,gas_transport,56.61,Gabriella,Jordan,F,1299 Joshua Plains,Howes Cave,NY,12092,1304,Jewellery designer,09-06-1970,fb3ef0fc589862a5d73677a36b9cb33c,0
339,01-01-2019 04:25,fraud_Sporer Inc,gas_transport,57.47,Erica,Briggs,F,3310 Davidson Spurs Apt. 107,Oolitic,IN,47451,1228,Counsellor,13-03-1991,646ccf9ef44c4a6b190a54a24027f252,0
340,01-01-2019 04:26,fraud_Corwin-Collins,gas_transport,50.16,Lindsay,Wilson,F,7618 Gonzales Mission,Centerview,MO,64019,2368,Electronics engineer,17-07-1989,e95e53d1c091289a54cde0414762751d,0
341,01-01-2019 04:28,fraud_Welch Inc,misc_net,4.1,Melinda,Gutierrez,F,1497 West Gateway,Eureka,IL,61530,6713,Archivist,19-08-1945,3fc1791ff1db94ce9540262d7eb973e4,0
342,01-01-2019 04:28,fraud_Auer-West,shopping_net,2.67,Christopher,Horn,M,956 Sanchez Highway,Mallie,KY,41836,798,Facilities manager,26-06-1926,edbf65b8606b53fc48168c2daa5933e5,0
343,01-01-2019 04:29,fraud_Balistreri-Nader,misc_pos,22.88,Felicia,Mckee,F,84079 Thomas Burgs,Tomales,CA,94971,337,Occupational psychologist,05-07-1954,2fcbde131cff833751dde53da54da6da,0
344,01-01-2019 04:29,"fraud_Boehm, Predovic and Reinger",misc_pos,9.59,Daniel,Cain,M,384 Newman Forks Apt. 370,Belmond,IA,50421,3032,Community pharmacist,08-08-1964,bcae564f9a1a299dfbd1efd917499968,0
345,01-01-2019 04:32,fraud_Hudson-Ratke,grocery_pos,129.06,Theresa,Blackwell,F,43576 Kristina Islands,Shenandoah Junction,WV,25442,1925,Systems developer,14-02-1966,5e42e35c255edb55a192b3f1f0600936,0
346,01-01-2019 04:32,fraud_Dibbert and Sons,entertainment,16.71,Cody,Miller,M,25748 John Wells,Mooresville,NC,28117,69793,Control and instrumentation engineer,08-12-1953,bf949d87c3268797d399728fea7f1e6f,0
347,01-01-2019 04:32,"fraud_Rippin, Kub and Mann",misc_net,6,Melissa,Mcclure,F,2027 Snyder Track,Manville,WY,82227,241,Educational psychologist,16-12-1980,28528ab2c10390c3b31e401c44365ab5,0
348,01-01-2019 04:33,fraud_Mraz-Herzog,gas_transport,59.03,Steven,Faulkner,M,841 Cheryl Centers Suite 115,Farmington,NY,14425,10717,Cytogeneticist,13-10-1952,b7c3ad6eaf175bf86d36d9aeb3a51756,0
349,01-01-2019 04:34,"fraud_Lind, Huel and McClure",gas_transport,63.89,Andrew,Mcgee,M,4130 Tiffany Glen Apt. 562,San Antonio,TX,78248,1595797,Exhibition designer,28-12-1975,5ef7adf6786b41be780a08212b32495e,0
350,01-01-2019 04:36,fraud_Kutch LLC,gas_transport,67.45,Laura,Casey,F,6114 Moran Way,Steuben,ME,4680,1131,Make,10-05-1959,37b9b0f36bc38d0bab47a73a94dcf99a,0
351,01-01-2019 04:37,"fraud_Zieme, Bode and Dooley",gas_transport,42.14,Linda,Hurst,F,31701 Tucker Square Suite 893,Wilton,ND,58579,1190,"Designer, ceramics/pottery",30-06-1948,932de40acacefe54421005d967fbfc1e,0
352,01-01-2019 04:37,"fraud_Lind, Huel and McClure",gas_transport,55.81,Susan,Washington,F,759 Erin Mount Suite 956,May,TX,76857,1791,Corporate investment banker,26-07-1965,2f60161b7592fd5dd241b79921a70af0,0
353,01-01-2019 04:37,fraud_Eichmann-Russel,misc_pos,8.61,Mary,Lewis,F,118 Justin Extension,Bay Minette,AL,36507,19090,Science writer,30-05-1929,3834e01c82dbadaf7132c6dd6b98841f,0
354,01-01-2019 04:37,"fraud_Rohan, White and Aufderhar",misc_net,2.73,Stephanie,Crane,F,144 Martinez Curve,Central,IN,47110,350,Counsellor,05-01-1955,9445dc9bc93c2020f5364655a9fcd5f5,0
355,01-01-2019 04:38,fraud_Luettgen PLC,gas_transport,71.54,Margaret,Lam,F,6911 Nicholas Keys Apt. 237,Armagh,PA,15920,922,Early years teacher,04-10-1972,0853930afbfb1011c74abcbb9e863789,0
356,01-01-2019 04:39,fraud_Cummings LLC,gas_transport,51.75,Savannah,Lewis,F,537 Walker Freeway,North Tonawanda,NY,14120,45100,Ambulance person,25-10-1993,0a259b785cc6b35f935de1bb653019b9,0
357,01-01-2019 04:39,fraud_Conroy-Cruickshank,gas_transport,84.46,Michelle,Gregory,F,6983 Carrillo Isle,Edisto Island,SC,29438,2408,"Sales professional, IT",05-07-1997,44eeeac6829282ccc5a1a2cbdad20b37,0
358,01-01-2019 04:40,"fraud_Casper, Hand and Zulauf",grocery_pos,175.51,Kristina,Stewart,F,47029 Jimmy Tunnel Apt. 106,Newhall,CA,91321,34882,Health physicist,25-04-1971,9f5a130b4ae9efb87867ce8dc878f412,0
359,01-01-2019 04:42,fraud_McCullough Group,grocery_net,66.01,Debra,Stark,F,686 Linda Rest,Kilgore,TX,75662,24536,Multimedia programmer,14-10-1983,438dea74dafb7447f28880e07341dd16,0
360,01-01-2019 04:42,"fraud_Schaefer, Maggio and Daugherty",gas_transport,60.2,Jacqueline,Curry,F,3047 Jeff Place,Marathon,TX,79842,498,Lexicographer,23-11-1990,9da7e99fc8147da68b5e322d7c63c096,0
361,01-01-2019 04:42,fraud_Emard Inc,gas_transport,52.81,Marcia,Molina,F,6744 Jimmy Extensions,Port Gibson,NY,14537,207,Database administrator,27-09-1962,593672bb9921c2da07b218396901ef38,0
362,01-01-2019 04:43,fraud_Kutch LLC,gas_transport,69.64,Jack,Hill,M,5916 Susan Bridge Apt. 939,Grenada,CA,96038,589,Systems analyst,21-12-1945,23cd7287ce2a70d9754cc0f1263ee99f,0
363,01-01-2019 04:44,fraud_Donnelly PLC,misc_net,195.41,Allison,Allen,F,40624 Rebecca Spurs,De Witt,AR,72042,5161,Electrical engineer,08-04-1993,480374f70ba60774a7cae6e6fbc4ba0c,0
